reference,translation,tense_score,gender_score
"उसी महीने एक अन्य विमान मशहद के एक रनवे से आगे निकल गया और एक दीवार से टकरा गया, जिसमें सत्रह की मौत हो गई।","एक उदाहरण बोर्नियो में ऑर्गेनाटुंग्स का दौरा करना, फोटो खींचना और सीखना है।",-1.0,0.0
"1976 चयन के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से लेकर 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में हेनरी किसिंजर को सेवा दी.","उसी महीने एक अन्य विमान ने मशहद में एक रनवे को पार कर लिया और एक दीवार पर हमला कर दिया, जिसमें सत्रह लोगों की मौत हो गई।",1.0,-1.0
"गैलापागोस में मनुष्य के आगमन के बाद से, कई स्तनधारी का आगमन हुआ है जिसमें बकरियाँ, घोड़े, गाय, चूहे, बिल्लियाँ और कुत्ते शामिल हैं.","1976 के चुनाव के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में काम किया, जो हेनरी किसिंगर के सफल रहे।",0.0,1.0
माइकल शूमाकर ने अलोंसो के कुछ समय बाद ही अपनी रेस समाप्त कर दी थी कयोंकि रेस के दौरान कई संघर्षों में सस्पेंशन को क्षति पहुँची थी।,"मनुष्य के गलापगोस पहुंचने के बाद से बकरी, घोड़े, गाय, चूहों, बिल्लियों और कुत्तों सहित कई स्तनधारियों को पेश किया गया है।",-0.3333,0.0
इसके लेकर शर्माने की कोई बात नहीं है: यह निजी डर या दूसरी चीज़ें नापसंद होने से अलग नहीं है जो हर किसी में हो सकता है.,"माइकल शूमाकर ने अपनी दौड़ अलोंसो के कुछ ही समय बाद समाप्त कर दी, क्योंकि दौड़ के दौरान कई लड़ाइयों में निलंबन क्षति हुई थी।",-1.0,-1.0
"उसे समुद्री डाकुओं ने लूटा था, तिब्बत में पागल कुत्ते ने हमला किया, नेपाल में शादी से भाग निकला और भारत में गिरफ्तार कर लिया गया।",यह शर्म की बात नहीं है: यह अन्य चीजों के व्यक्तिगत डर और नापसंद से अलग नहीं है जो बहुत से लोगों के पास है।,-1.0,0.0
"एयरलाइन कंपनियाँ अच्छी तरह जानती हैं कि कुछ यात्रियों का एक ऐसा समूह है जो कुछ हद तक तेज़ और सुविधाजनक यात्रा के लिए ज़्यादा किराया चुकाने के लिए तैयार रहते हैं, और कंपनियाँ उसी हिसाब से चार्ज करती हैं.","उसे समुद्री डाकुओं ने लूटा, तिब्बत में पागल कुत्ते ने किया हमला, नेपाल में शादी से बच गएऔर भारत में गिरफ्तार कर लिया गया।",-1.0,-1.0
क्रोएशिया और डेनमार्क में H5N1 के संदिग्ध मामले अपुष्ट बने हुए हैं.,एयरलाइन्स अच्छी तरह जानते हैं कि हवाई यात्रियों का एक प्रमुख समूह है जो किसी जगह तेजी से और आराम से आने के विशेषाधिकार के लिए शीर्ष डॉलर का भुगतान करने के इच्छुक हैं और तदनुसार शुल्क लेते हैं।,1.0,1.0
"पैसों का उपयोग बाढ़-रोधी घरों, बेहतर जल प्रबंधन और फसल विविधीकरण के लिए किया जा सकता है।",क्रोएशिया और डेनमार्क में H5N1 के संदिग्ध मामले अभी भी अपुष्ट हैं।,1.0,1.0
साल का सबसे बड़ा टूर्नामेंट दिसंबर में लास कैनिटास के पोलो मैदान में होता है.,"आज, केवल कीड़े जो अपने पंखों को वापस नहीं जोड़ सकते हैं, वे ड्रैगन मक्खियों और मायामुद्राओं हैं।",1.0,0.0
"नौवाँ वार्ड, जो तूफ़ान कैटरीना के दौरान 20 फ़ीट तक ऊँचा देखा गया था, वह वर्तमान में कमर से ऊपर पानी में है, क्योंकि पास का बाँध ज़्यादा बढ़ गया था.","एक पर्यवेक्षक द्वारा बिशकेक को ""राजशाही"" की स्थिति में डूबने के रूप में वर्णित किया गया था, क्योंकि लोगों के गिरोह सड़कों पर घूमते थे और उपभोक्ता वस्तुओं के दुकानों को लूटते थे।",1.0,1.0
"द थ्री किंग़डम्स प्राचीन चीन के इतिहास में सबसे खूनी धब्बों में एक युग था, हजारों लोगों की मृत्यु हो गई थी, जो शीआन में भव्य महल में सबसे ऊंची सीट पर बैठने के लिए लड़ रहे थे।","नौवां वार्ड, जहांकैटरीना तूफान के दौरान 20 फीट तक बाढ़ देखी गई थी, वर्तमान में कमर तक पानी में है क्योंकि पास का लेवीओवरटॉप हो गया था।",1.0,-1.0
"उत्तर की ओर हमारी महान आवर लेडी ऑफ़ फातिमा (श्राइन) अभ्यारण्य की भी यात्रा करे , दुनिया भर में प्रसिद्ध एक जगह जहा मैरिएन दिखाई देते हैं।","तीन रियासतें प्राचीन चीन के इतिहास में सबसे खूनी युगों में से एक थीं, जियान के भव्य महल में सबसे ऊंची सीट पर बैठने के लिए लड़ रहे हजारों लोगों की मौत हो गई।",-0.5,0.0
10वीं से लेकर 11वीं सदी के बीच और 14वीं सदी में गोथिक स्टाइल चरम पर थी.,"इसके अलावा उत्तर में दुनिया भर में प्रसिद्ध मैरियन भूतोंकी जगह, फातिमा (तीर्थ) की अवर लेडी के महान अभयारण्य की यात्रा करें।",-1.0,0.0
एक अंतर-वर्ष की योजना बनाने वालों के लिए अधिक लोकप्रिय विकल्प यात्रा करना और सीखना है.,"सिंगापुर आमतौर पर एक बेहद सुरक्षित जगह है और यात्रा करना बहुत आसान है, और आप आने के बाद लगभग कुछ भी खरीद सकते हैं।",1.0,1.0
"प्रकोप ने भारत सरकार को गंभीर रूप से प्रभावित क्षेत्रों में सुअर पकड़ने वालों की तैनाती, हज़ारों मच्छरदानी वितरित करने और कीटनाशकों के छिड़काव जैसे उपाय करने के लिए मजबूर कर दिया है.",अंतर-वर्ष की योजना बनाने वालों के लिए यात्रा और सीखने का एक अधिक लोकप्रिय विकल्प है।,1.0,1.0
वर्चुअल टीम के सदस्य अक्सर अपने तात्कालिक भौतिक समूह के लिए संपर्क बिंदु के तौर पर काम करते हैं.,"प्रकोप ने भारत सरकार को गंभीर रूप से प्रभावित क्षेत्रों में सुअर पकड़ने वालों की तैनाती, हजारों मच्छरों के पर्दे बांटने और कीटनाशकों के छिड़काव जैसे उपाय करने के लिए प्रेरित किया है।",0.0,1.0
"प्रकोप ने भारत सरकार को गंभीर रूप से प्रभावित क्षेत्रों में सुअर पकड़ने वालों की तैनाती, हज़ारों मच्छरदानी वितरित करने और कीटनाशकों के छिड़काव जैसे उपाय करने के लिए मजबूर कर दिया है.",वर्चुअल टीम के सदस्य अक्सर अपने तत्काल भौतिक समूह के लिए संपर्क बिंदु के रूप में कार्य करते हैं।,1.0,1.0
"सर्दी का मौसम भ्रामक तौर से ठंडा हो सकता है: तापमान शायद ही कभी बर्फीला हो, लेकिन हवा और नमी के गठबंधन से थर्मामीटर के तापमान से अधिक ठंड महसूस हो सकती है।","इस प्रकोप ने भारत सरकार को गंभीर रूप से प्रभावित क्षेत्रों में सूअर पकड़ने वालों की तैनाती, हजारों मच्छरों के पर्दे वितरित करने और कीटनाशकों का छिड़काव करने जैसे उपाय करने के लिए प्रेरित किया है।",1.0,0.0
"बैकपैकिंग बाय स्की: इस गतिविधि को बैककंट्री स्की, स्की टूरिंग या स्की हाइकिंग भी कहा जाता है.","सर्दी भ्रामक रूप से ठंडी हो सकती हैःतापमान शायद ही कभी जमने से नीचे जाता है, लेकिन हवा और आर्द्रता मिलकर इसे थर्मामीटर की तुलना में ठंडा महसूस कराते हैं।",1.0,1.0
"1960 के दशक के दौरान, ब्रेझिन्स्की ने जॉन एफ कैनेडी के सलाहकार के तौर पर और उसके बाद लिंडन बी जॉनसन के प्रशासन के लिए काम किया.","स्की द्वारा बैकपैकिंग: इस गतिविधि को बैककंट्री स्की, स्की टूरिंग या स्की हाइकिंग भी कहा जाता है।",-0.3333,0.0
"हालाँकि, बाढ़ के बाद पानी का स्तर सिर्फ़ कुछ ही फ़ीट बढ़ेगा, लेकिन अधिकारी उम्मीद कर रहे हैं कि यह निचले स्तर के सैंडबार्स को फिर से बहाल करने के लिए काफ़ी होगा.","1960 के दशक के दौरान, ब्रेज़िंस्की ने जॉन एफ कैनेडी के लिए उनके सलाहकार और फिर लिंडन बी जॉनसन प्रशासन के लिए काम किया।",-0.3333,1.0
"जब तक आप इस क्षेत्र में रहते हैं, तब तक आप आमतौर कभी भी पासपोर्ट नियंत्रण चौकियों से गुजरे बिना सीमाओं को पार कर सकते हैं।","हालांकि बाढ़ के बाद जल स्तर में केवल कुछ फीट की वृद्धि होगी, लेकिन अधिकारी उम्मीद कर रहे हैं कि यह क्षीण सैंडबार को डाउनस्ट्रीम बहाल करने के लिए पर्याप्त होगा ।",0.0,1.0
"उदाहरण के लिए, नॉर्थ कैरोलिना के बेनेट स्कूल के हज़ारों स्टूडेंट्स हर साल राज्य की राजधानी की अपनी यात्रा के बारे में एक वेबसाइट डिज़ाइन करते हैं. वेबसाइट हर साल फिर से तैयार की जाती है, लेकिन कुछ पुराने वर्ज़न्स को स्क्रेपबुक के रूप में इस्तेमाल करने के लिए ऑनलाइन रखा जाता है.","जब तक आप इस क्षेत्र में रहते हैं, आप आम तौर पर पासपोर्ट नियंत्रण चौकियों से गुजरे बिना सीमा पार कर सकते हैं।",1.0,0.0
"वैज्ञानिकों का मानना है कि ओसेलोट्स गंध के द्वारा जानवरों का पीछा करते और खाते (शिकार) हैं, यह सूँघते हुए कि वे ज़मीन पर कहाँ रहे होंगे।","उदाहरण के लिए, हर साल उत्तरी कैरोलिना के बेनेट स्कूल के छात्र राज्य की राजधानी की अपनी यात्रा के बारे में एक वेबसाइट डिजाइन करते हैं, हर साल वेबसाइट को फिर से तैयार किया जाता है, लेकिन पुराने संस्करणों को स्क्रैपबुक के रूप में काम करने के लिए ऑनलाइन रखा जाता है।",0.0,1.0
"एडगर वेगुइला के हाथ और जबड़े जख्मि हो गये, जबकि क्रिस्टोफ़र श्नाइडर को चेहरे की पुनर्निर्माण सर्जरी की आवश्यकता थी।","वैज्ञानिकों को लगता है कि ocelots का पालन करें और जानवरों को खाने के लिए (शिकार) गंध से, जहां वे जमीन पर किया गया है के लिए सूंघने लगता है ।",1.0,1.0
वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,एडगर वेगुइला को हाथ और जबड़े के घाव मिले जबकि क्रिस्टोफर श्नाइडर को उसके चेहरे के लिए पुनर्निर्माण सर्जरी की आवश्यकता छोड़ दी गई ।,-1.0,0.0
"हालाँकि हर देश 'स्कैंडिनेवियाई' था, लेकिन डेनमार्क, स्वीडन, नॉर्वे और आइसलैंड के लोगों, राजाओं, रीति-रिवाजों और इतिहास के बीच कई अंतर थे.",""".""वैज्ञानिकों का कहना है कि इस जानवर के पंख के शीर्ष पर हल्के या कैरोटीनॉइड रंग के नीचे के हिस्से के साथ भूरे रंग का चेस्टनट-ब्राउन था।",1.0,1.0
"यह आम बात हो गई, लेकिन लोहे वाहनों के लकड़ी के पहियों पर अधिक घिसन करते थे।","उसी समय, जर्मन नौसेना, मुख्य रूप से यू-नौकाओं का उपयोग करके, इस यातायात को रोकने की कोशिश कर रही थी।",1.0,-1.0
मध्यपूर्व की गर्म जलवायु में घर उतना ज़रूरी नहीं था.,"यह आम प्रथा बन गई, लेकिन लोहे के कारण वैगनों के लकड़ी के पहियों पर अधिक पहनना था।",1.0,0.0
यही सेना पर भी लागू होता है क्योंकि सेना की रैंकिंग वर्ण पर आधारित होने के बजाय अब योग्यता पर आधारित हैं।,मध्य पूर्व की गर्म जलवायु में घर इतना अहम नहीं था।,-1.0,1.0
चेतावनी हटा लिए जाने के बावजूद हवाई समुद्र तट या उसके निकट स्थित चौदह विद्यालय बुधवार को बंद कर दिए गए।,एक ही सेना के लिए चला जाता हैक्योंकि सेना रैंकिंग के बजाय वर्ग वे अब cailaber पर आधारित थे पर आधारित किया जा रहा है ।,-1.0,1.0
हर्शे और चेज़ ने अपने डीएनए को एक जीवाणु में डालने के लिए फेज या वायरस का इस्तेमाल किया.,हवाई में चौदह स्कूलों पर या तटरेखाओं के पास स्थित चेतावनी के बावजूद बुधवार केसभी बंद कर दिया गया ।,1.0,1.0
"स्पेन के लोगों ने उपनिवेश काल की शुरुआत की, जो तीन शताब्दियों तक जारी रहा.",हर्शे और चेज़ ने अपने स्वयं के डीएनए को एक जीवाणु में प्रत्यारोपित करने के लिए फेज या वायरस का उपयोग किया।,1.0,-1.0
"अगर मित्र राष्ट्र विफल हो जाते, तो जर्मनी शायद ब्रिटेन को पराजित कर देता क्योंकि उसके पास शेष यूरोप था.",स्पेनियों ने उपनिवेश काल शुरू किया जो तीन शताब्दियों तक चला।,-1.0,0.0
"हाँ, सार्वजनिक परिवहन और अन्य कार्यालयों में भी स्पेनिश व्यापक रूप से इस्तेमाल की जाती है.",यदि मित्र राष्ट्र विफल होते तो जर्मनी संभवतः ब्रिटेन पर विजय प्राप्त करने में सक्षम होता जैसा कि शेष यूरोप पर था।,-0.5,0.0
"हांगकांग के सर्वश्रेष्ठ नज़ारे प्राप्त करने के लिए, द्वीप को छोड़े और कॉव्लून वॉटरफ्रंट के विपरीत चले जाये |",भित्तिचित्रों को संरचनाओं में चिह्नित या खरोंच करके साइट को विकृत न करें।,-1.0,0.0
"35 मिमी प्रारूप वास्तव में, थोड़ा भ्रामक है, जो ऊँचाई में 24 मिमी गुना 36 मिमी चौड़ाई में है.","हांगकांग का सबसे अच्छा दृश्य प्राप्त करने के लिए, द्वीप छोड़ दें और विपरीत दिशा में कौलून तट की ओर बढ़ें।",-1.0,0.0
"अन्य बायोरैड-आधारित विकल्पों में सोने से पहले बहुत सारे तरल पदार्थ पीना (विशेष रूप से पानी या चाय, एक प्रचलित मूत्रवर्धक) शामिल है, जिससे व्यक्ति को मूत्र करने के लिए मजबूर होना पड़ता है”.","35 मिमी का यह प्रारूप वास्तव में कुछ असमंजस में, 36 मिमी चौड़ाई में 24 मिमी की ऊंचाई पर है।",1.0,0.0
"बफ़ेलो-पिट्सबर्ग हाइवे पर पॉइंट मैरियन और फ़ेयरमोंट के बीच का हिस्सा गाड़ी चलाने की सबसे चुनौती भरी स्थितियाँ पैदा करता है, जहाँ रास्ता अक्सर सुनसान जंगल के बीच से होकर गुज़रता है.","अन्य बायोरिथम-आधारित विकल्पों में सोने से पहले बहुत सारे तरल पदार्थ (विशेष रूप से पानी या चाय, एक ज्ञात मूत्रवर्धक) पीना शामिल है, जो एक को पेशाब करने के लिए मजबूर करता है।",1.0,1.0
प्राचीन रोमन भोजन में बाद की शताब्दियों में अमेरिका या एशिया से यूरोप आए खाद्य पदार्थ शामिल नहीं हो सकते थे.,"प्वाइंट मैरियन और फेयरमॉन्ट के बीच का विस्तार बफालो-पिट्सबर्ग राजमार्ग पर सबसे चुनौतीपूर्ण ड्राइविंगस्थितियों को प्रस्तुत करता है, जो बार-बार पृथक बैकवुडक्षेत्र से होकर गुजरता है।",-0.5,-1.0
"चैंबर्स ने “व्यापक मौत, विनाश और पृथ्वी के लाखों निवासी पर आतंक के लिए भगवान पर मुकदमा चलाया था।”",प्राचीन रोमन भोजन खाद्य पदार्थ है कि अमेरिका से यूरोप के लिए आया था या बाद में सदियों में एशिया से शामिल नहीं हो सकता था ।,1.0,1.0
यहाँ सूर्योदय देखने की कुछ जगहों पर ईस्टर की पूरी रात जागने की परंपरा है.,"चैम्बर्स ने पृथ्वी के लाखों निवासियों की व्यापक मृत्यु, विनाश और आतंकवाद के लिए भगवान से मुकदमा किया था।",-1.0,0.0
शुरुआती रिपोर्ट कहती है कि उरूमकी में आपातकालीन लैंडिंग से इनकार कर देने के बाद विमान को अफ़गानिस्तान वापस ले जाया गया था.,सूर्योदय देखने के लिए किसी उजागर बिंदु पर ईस्टर की रात को जगाने की परंपरा है।,1.0,0.0
शुरुआती रिपोर्ट कहती है कि उरूमकी में आपातकालीन लैंडिंग से इनकार कर देने के बाद विमान को अफ़गानिस्तान वापस ले जाया गया था.,शुरुआती खबरों का कहना है कि विमान को रिमकी में इमरजेंसी लैंडिंग से इन्कार किए जाने के बाद वापस अफगानिस्तान ले जाया गया।,1.0,1.0
"फ़ोटोग्राफ़र को रोनाल्ड रीगन यूसीएलए मेडिकल सेंटर ले जाया गया, जहाँ बाद में उसकी मौत हो गई.","फोटोग्राफर को रोनाल्ड रियागन यूसीएलए मेडिकल सेंटर पहुंचाया गया, जहां बाद में उसकी मौत हो गई।",1.0,1.0
"तुर्की ने आईएसआईएस के लड़ाकों को पकड़ना और निगरानी करना शुरू कर दिया है, बयान में कहा गया है कि यूरोपीय देशों ने प्रत्यावर्तन करने से इन्कार कर दिया है.","तुर्की भी पकड़े गए आईएसआईएस लड़ाकों की रक्षा करेगा, जिन्हें, बयान में कहा गया है, यूरोपीय देशों ने वापस लाने से इनकार कर दिया है।",1.0,0.8
"ओहियो में अधिकारियों का कहना है कि एक डॉक्टर जो पिट्सबर्ग, पेंसिल्वेनिया में बच्चों के अस्पताल में काम करती थी उन पर बुधवार को अपनी कार की डिक्की में अपनी माँ के मृत पाए जाने के बाद संगीन हत्या के आरोप लगेंगे.","ओहियो के अधिकारियों का कहना है कि पिट्सबर्ग, पेंसिल्वेनिया के चिल्ड्रन हॉस्पिटल में काम करने वाले एक डॉक्टर पर बुधवार को अपनी मां के कार के तने में मृत पाए जाने के बाद गंभीर हत्या का आरोप लगाया जाएगा।",1.0,1.0
"क्राउन ऑफिस, जो कि अभियोग पक्ष के लिए ज़िम्मेदार है, ने पत्रकारों को संकेत दिया है कि कम से कम अभियोग लगने तक कोई टिप्पणी नहीं की जाएगी।","क्राउन ऑफिस, जो अभियोजन के समग्र प्रभारी है, ने पत्रकारों को सूचित किया है कि अभियोग तक कोई और टिप्पणी नहीं की जाएगी।",1.0,1.0
"1990 मे, रेगिस्तान की रेत के खतरे के कारण इसे विश्व धरोहरों की सूची में डाला गया जो खतरे में हैं |",१९९० में रेगिस्तानी रेत के खतरे के कारण इसे खतरे में पड़े विश्व धरोहर स्थलों की सूची में जोड़ा गया ।,1.0,1.0
"एक ऊपरी-चाप आमतौर पर एक मृदु ध्वनि उत्पन्न करता है, जबकि एक निचला-चाप मजबूत और अधिक मुखर होता है।","एक अप-बो आमतौर पर एक नरम ध्वनि उत्पन्न करता है, जबकि डाउन-बो मजबूत और अधिक मुखर होता है।",1.0,1.0
"यह कई मामलों में रोगसूचक उपचार की तरह ही है। हालाँकि, अगर हम केवल अस्थायी समाधान नहीं चाहते हैं, तो हमें समस्याओं की जड़ को ढूँढ कर उन्हें निष्क्रिय करना चाहिए।","यह बहुत से मामलों में लक्षणपूर्ण उपचार की तरह है।लेकिन अगर हम न केवल अस्थायी समाधान चाहते हैं, तो हमें समस्याओं की जड़ तलाशनी चाहिए और हमें उन्हें निष्क्रिय करना चाहिए।",1.0,1.0
वह अधिकारियों को अपनी काली ओल्ड्समोबाइल इंट्रीग की ओर ले गई जो 500 फीट की दूरी पर थी।,उन्होंने अधिकारियों को अपने ब्लैक ओल्ड्समोबाइल इन्ट्रेच के लिएनिर्देशित किया जो 500 फीट दूर था।,1.0,0.2
"समाजीकरण के महत्व को स्पष्ट करने के लिए इस्तेमाल किए जाने वाले सबसे आम तरीकों में से कुछ बच्चों के दुर्भाग्यपूर्ण मामलों को आकर्षित करना है, जो बड़े होने के दौरान वयस्कों द्वारा उपेक्षित नहीं, बल्कि उपेक्षा, दुर्भाग्य या दुर्व्यवहार के माध्यम से होते थे।","समाजीकरण के महत्व को प्रदर्शित करने के लिए इस्तेमाल किए जाने वाले सबसे आम तौर-तरीकों में से एक है उन बच्चों के कुछ दुर्भाग्यपूर्ण मामलों को सामने लाना, जो उपेक्षा, दुर्भाग्य या दुर्भाग्यपूर्ण गाली-गलौज के माध्यम से वयस्कों द्वारा सामाजिक नहीं किए गए थे, जबकि वे बढ़ रहे थे।",1.0,1.0
"उनकी दूसरी दौड़, विशाल स्लैलम, महिलाओं के समूह में 4: 41.30, 2: 11.60 मिनट के संयुक्त कार्यावधि के साथ पहले स्थान के फ़िनिशर ऑस्ट्रियन क्लाउडिया लोएश की तुलना में और 1: 09.02 मिनट हंगरी के नौवें स्थान के फ़िनिशर ग्नोगी दानी से दसवें स्थान पर धीमी गति से समाप्त हुई.","उसकी दूसरी रेस, गिएंट सलालोम ने महिलाओं के बैठने वाले समूह में दसवीं में अपनी समाप्ति को 4:41.30, 2:11.60 मिनट के संयुक्त रन टाइम के साथ देखा, पहले स्थान पर खत्म होने वाले ऑस्ट्रियन क्लाउडिया लॉच के मुकाबले धीमी और हंगरी के नौवें स्थान पर खत्म होने वाले गिनी दानी के मुकाबले 1:09.02 मिनट धीमी।",1.0,0.8667
"मुकदमे के अनुसार, संयुक्त राष्ट्र के शिविर से निकलने वाले कचरे को अच्छी तरह से साफ़ नहीं किया गया था, जिस कारण बैक्टीरिया हैती की सबसे बड़ी, आर्टिबोनिट नदी की सहायक नदी में प्रवेश कर गया.","मुकदमे के मुताबिक संयुक्त राष्ट्र के कैंप से कचरे को ठीक से सैनिटाइज नहीं किया गया, जिससे हैती की सबसे बड़ी नदी आर्टिबोनाइट की सहायक नदी में बैक्टीरिया घुसनेलगा।",1.0,1.0
पौधे ऑक्सीजन बनाते हैं जिसका उपयोग मनुष्य साँस लेने में करते हैं और वे कार्बन-डाइऑक्साइड लेते हैं जो मनुष्य साँस से छोड़ते हैं (यानी साँस छोड़ते हैं).,"पौधे ऑक्सीजन बनाते हैं, जिसे मनुष्य सांस लेते हैं और वे कार्बन-डाईऑक्साइड लेते हैं, जिसे मनुष्य सांस के साथ बाहर निकालते हैं।",1.0,1.0
इस बीमारी पर संयुक्त राष्ट्र के विशेषज्ञ डेनिएल लैंटगेन ने कहा कि इसका प्रकोप का कारण शांति रखने वाले हैं |,इस बीमारी पर संयुक्त राष्ट्र के विशेषज्ञ डेनिएल लैंटाग्ने ने कहा कि इसका प्रकोप शांति सैनिकों के कारण हुआ था।,1.0,1.0
"यदि आप सर्दियों में आर्कटिक या अंटार्कटिक क्षेत्रों में जाते हैं, तो आप ध्रुवीय रात का अनुभव करेंगे, जिसका अर्थ है कि सूरज क्षितिज से ऊपर नहीं उगता है।","अगर आप सर्दियों में आर्कटिक या अंटार्कटिक क्षेत्र में जाते हैं तो आपको ध्रुवीय रात का अनुभव होगा, जिसका मतलब है कि सूर्य क्षितिज से ऊपर नहीं उगता है।",1.0,1.0
"वर्चुअल स्कैफ़ोल्ड सॉफ़्टवेयर का ही अंदरूनी हिस्सा होते हैं और वे ऐसी प्रक्रियाओं पर सवाल उठाते हैं, उनका संकेत देते हैं और उनके बारे में जानकारी देते हैं जो छात्र के लिए अकेले संभालने में चुनौती भरी होती हैं.","सॉफ्टवेयर में वर्चुअल स्काफफ़ोल्ड्स को आंतरिक रूप दिया गया है और इनका मतलब है सवाल उठाने, त्वरित करने और उन्हें समझाने की प्रक्रियाएं जो छात्र के लिए अकेले संभालने के लिए चुनौतीपूर्ण हो सकती हैं।",0.0,0.7143
"नौका विहार फिनलैंड में एक राष्ट्रीय शगल है, हर सात या आठ लोगों पर एक नाव है।","बोटिंग फिनलैंड में एक राष्ट्रीय पेस्टाइमहै, जिसमें हर सात-आठ लोगों को नाव मिलती है।",1.0,1.0
ओलिवर सैक्स ने अपने पेपर द प्रेसिडेंट स्पीच में संकेत दिया कि कैसे जो लोग दिमागी नुकसान के कारण भाषण को समझ नहीं पाते हैं फिर भी वे ईमानदारी का सही आकलन कर पाते हैं.,"ओलिवर सैक्स ने अपने पत्र द प्रेसीडेंट स्पीच में संकेत दिया कि कैसे लोग जो मस्तिष्क क्षति के कारण भाषण को समझने में असमर्थ हैं, फिर भी सच्चाईका सही आकलन करने में सक्षम हैं।",1.0,1.0
"निश्चित रूप से, फिलिपिनो लोगों के शोषण से प्राप्त सुपरफास्टिट्स अमेरिकी साम्राज्यवाद के बुनियादी लाभ का गठन करेंगे।","बेशक, फिलिपिनो लोगों के लंबे शोषण से प्राप्त सुपरप्रोफिट अमेरिकी साम्राज्यवाद के बुनियादी लाभ का गठन करेंगे।",1.0,1.0
ज़्यादातर कीटों को अपने पंख को वापस अपने शरीर पर ओढ़ लेने का फायदा होता है।,अधिकांश कीड़ों को अपने पंखों को शरीर के साथ वापस मोड़ने में सक्षम होने का लाभ होता है।,1.0,1.0
"अमेज़न धरती की सबसे चौड़ी नदी भी है, जो कभी-कभी छह मील जितनी चौड़ी हो जाती है.","अमेज़ॅन पृथ्वी की सबसे चौड़ी नदी भी है, जो कभी-कभी छह मील चौड़ी होती है।",1.0,1.0
स्कीइंग का विचार बहुत पुराना है - गुफा चित्र स्कीयर्स को 5000 ईसा पूर्व तक की तारीखों में दर्शाते हैं|,स्कीइंग का विचार बहुत पुराना है - स्कीयर का चित्रण करने वाली गुफा पेंटिंग 5000 ईसा पूर्व की है!,1.0,1.0
"पौधों से सबसे आसानी से मिलने वाले संसाधनों में पत्तियों और फलियों में मिलने वाले प्रोटीन होते, लेकिन हम जैसे प्राइमेट्स के लिए उसे पकाए बिना पचाना मुश्किल होता है.","सबसे आसानी से सुलभ पौधों के संसाधन पत्तियों और फलियों में उपलब्ध प्रोटीन होते, लेकिन हमारे जैसे प्राइमेट्स के लिए इन्हें तब तक पचाना मुश्किल होता है जब तक कि उन्हें पकाया न जाए।",1.0,1.0
